CMDLINE /Users/andrea/anaconda3/envs/General/bin/python3.11 main.py
MEM 5455.421875 1763672439.4084
MEM 5455.421875 1763672439.5135
MEM 5455.421875 1763672439.6186
MEM 5455.421875 1763672439.7200
MEM 5455.421875 1763672439.8223
MEM 5455.421875 1763672439.9263
MEM 5455.421875 1763672440.0314
MEM 5455.421875 1763672440.1364
MEM 5455.421875 1763672440.2415
MEM 5455.421875 1763672440.3465
MEM 5455.421875 1763672440.4515
MEM 5455.421875 1763672440.5566
MEM 5455.437500 1763672440.6616
MEM 5455.437500 1763672440.7667
MEM 5455.453125 1763672440.8717
MEM 5455.453125 1763672440.9741
MEM 5455.453125 1763672441.0792
MEM 5455.453125 1763672441.1842
MEM 5455.453125 1763672441.2876
MEM 5455.453125 1763672441.3926
MEM 5455.453125 1763672441.4977
MEM 5455.453125 1763672441.6010
MEM 5455.453125 1763672441.7059
MEM 5455.453125 1763672441.8071
MEM 5455.453125 1763672441.9124
MEM 5455.453125 1763672442.0135
MEM 5455.453125 1763672442.1160
MEM 5455.453125 1763672442.2211
MEM 5455.453125 1763672442.3261
MEM 5455.453125 1763672442.4312
MEM 5455.468750 1763672442.5356
MEM 5455.468750 1763672442.6407
MEM 5455.468750 1763672442.7439
MEM 5455.468750 1763672442.8490
MEM 5455.468750 1763672442.9540
MEM 5455.468750 1763672443.0591
MEM 5455.468750 1763672443.1641
MEM 5455.468750 1763672443.2670
MEM 5455.468750 1763672443.3716
MEM 5455.468750 1763672443.4767
MEM 5455.484375 1763672443.5817
MEM 5455.484375 1763672443.6868
MEM 5455.484375 1763672443.7916
MEM 5455.484375 1763672443.8947
MEM 5455.484375 1763672443.9998
MEM 5455.484375 1763672444.1048
MEM 5455.484375 1763672444.2098
MEM 5455.484375 1763672444.3149
MEM 5455.484375 1763672444.4199
MEM 5455.484375 1763672444.5249
MEM 5455.484375 1763672444.6266
MEM 5455.484375 1763672444.7317
MEM 5455.484375 1763672444.8320
MEM 5455.500000 1763672444.9371
MEM 5455.500000 1763672445.0422
MEM 5455.500000 1763672445.1472
MEM 5455.500000 1763672445.2523
MEM 5455.500000 1763672445.3573
MEM 5455.515625 1763672445.4624
MEM 5455.515625 1763672445.5674
MEM 5455.515625 1763672445.6724
MEM 5455.515625 1763672445.7757
MEM 5455.515625 1763672445.8808
MEM 5455.515625 1763672445.9859
MEM 5455.515625 1763672446.0909
MEM 5455.515625 1763672446.1960
MEM 5455.515625 1763672446.3010
MEM 5455.515625 1763672446.4034
MEM 5455.515625 1763672446.5084
MEM 5455.515625 1763672446.6135
MEM 5455.515625 1763672446.7185
MEM 5455.515625 1763672446.8236
MEM 5455.531250 1763672446.9283
MEM 5455.531250 1763672447.0333
MEM 5455.531250 1763672447.1384
MEM 5455.531250 1763672447.2407
MEM 5455.531250 1763672447.3458
MEM 5455.531250 1763672447.4508
MEM 5455.546875 1763672447.5558
MEM 5455.546875 1763672447.6609
MEM 5455.546875 1763672447.7616
MEM 5455.546875 1763672447.8667
MEM 5455.546875 1763672447.9718
MEM 5455.546875 1763672448.0768
MEM 5455.546875 1763672448.1818
MEM 5455.546875 1763672448.2869
MEM 5455.546875 1763672448.3880
MEM 5455.562500 1763672448.4930
MEM 5455.562500 1763672448.5974
MEM 5455.578125 1763672448.7024
MEM 5455.578125 1763672448.8074
MEM 5455.593750 1763672448.9116
MEM 5455.593750 1763672449.0166
MEM 5455.593750 1763672449.1218
MEM 5455.609375 1763672449.2268
MEM 5455.609375 1763672449.3319
MEM 5455.609375 1763672449.4370
MEM 5455.625000 1763672449.5404
MEM 5455.625000 1763672449.6454
MEM 5455.625000 1763672449.7505
MEM 5455.625000 1763672449.8526
MEM 5455.625000 1763672449.9532
MEM 5455.625000 1763672450.0534
MEM 5455.625000 1763672450.1585
MEM 5455.625000 1763672450.2635
MEM 5455.625000 1763672450.3686
MEM 5455.625000 1763672450.4736
MEM 5455.625000 1763672450.5786
MEM 5455.625000 1763672450.6837
MEM 5455.625000 1763672450.7887
MEM 5455.640625 1763672450.8938
MEM 5455.656250 1763672450.9988
MEM 5455.656250 1763672451.1039
MEM 5455.656250 1763672451.2091
MEM 5455.656250 1763672451.3093
MEM 5455.671875 1763672451.4102
MEM 5455.671875 1763672451.5147
MEM 5455.671875 1763672451.6196
MEM 5455.671875 1763672451.7245
MEM 5455.671875 1763672451.8296
MEM 5455.671875 1763672451.9346
MEM 5455.671875 1763672452.0397
MEM 5455.671875 1763672452.1447
MEM 5455.671875 1763672452.2498
MEM 5455.671875 1763672452.3548
MEM 5455.671875 1763672452.4598
MEM 5455.671875 1763672452.5649
MEM 5455.671875 1763672452.6699
MEM 5455.687500 1763672452.7750
MEM 5455.687500 1763672452.8800
MEM 5455.687500 1763672452.9850
MEM 5455.687500 1763672453.0901
MEM 5455.687500 1763672453.1931
MEM 5455.687500 1763672453.2981
MEM 5455.687500 1763672453.4031
MEM 5455.687500 1763672453.5032
MEM 5455.687500 1763672453.6083
MEM 5455.687500 1763672453.7133
MEM 5455.687500 1763672453.8183
MEM 5455.687500 1763672453.9234
MEM 5455.687500 1763672454.0285
MEM 5455.687500 1763672454.1335
MEM 5455.703125 1763672454.2385
MEM 5455.703125 1763672454.3436
MEM 5455.718750 1763672454.4442
MEM 5455.718750 1763672454.5493
MEM 5455.718750 1763672454.6543
MEM 5455.718750 1763672454.7594
MEM 5455.718750 1763672454.8645
MEM 5455.718750 1763672454.9675
MEM 5455.718750 1763672455.0717
MEM 5455.718750 1763672455.1767
MEM 5455.718750 1763672455.2818
MEM 5455.718750 1763672455.3869
MEM 5455.718750 1763672455.4919
MEM 5455.718750 1763672455.5970
MEM 5455.718750 1763672455.7020
MEM 5455.718750 1763672455.8071
MEM 5455.718750 1763672455.9122
MEM 5455.734375 1763672456.0172
MEM 5455.734375 1763672456.1202
MEM 5455.750000 1763672456.2253
MEM 5455.750000 1763672456.3304
MEM 5455.765625 1763672456.4354
MEM 5455.765625 1763672456.5391
MEM 5455.765625 1763672456.6442
MEM 5455.765625 1763672456.7492
MEM 5455.765625 1763672456.8542
MEM 5455.765625 1763672456.9593
MEM 5455.765625 1763672457.0643
MEM 5455.765625 1763672457.1694
MEM 5455.765625 1763672457.2741
MEM 5455.765625 1763672457.3791
MEM 5455.765625 1763672457.4841
MEM 5455.765625 1763672457.5892
MEM 5455.765625 1763672457.6942
MEM 5455.765625 1763672457.7992
MEM 5455.765625 1763672457.9043
MEM 5455.765625 1763672458.0093
MEM 5455.765625 1763672458.1144
MEM 5455.765625 1763672458.2194
MEM 5455.765625 1763672458.3245
MEM 5455.765625 1763672458.4295
MEM 5455.765625 1763672458.5345
MEM 5455.765625 1763672458.6396
MEM 5455.765625 1763672458.7446
MEM 5455.765625 1763672458.8496
MEM 5455.765625 1763672458.9547
MEM 5455.765625 1763672459.0596
MEM 5455.765625 1763672459.1647
MEM 5455.765625 1763672459.2657
MEM 5455.765625 1763672459.3708
MEM 5455.765625 1763672459.4758
MEM 5455.765625 1763672459.5808
MEM 5455.765625 1763672459.6841
MEM 5455.765625 1763672459.7891
MEM 5455.765625 1763672459.8939
MEM 5455.765625 1763672459.9950
MEM 5455.765625 1763672460.0952
MEM 5455.781250 1763672460.2004
MEM 5455.781250 1763672460.3054
MEM 5455.781250 1763672460.4105
MEM 5455.781250 1763672460.5155
MEM 5455.781250 1763672460.6205
MEM 5455.796875 1763672460.7256
MEM 5455.796875 1763672460.8306
MEM 5455.796875 1763672460.9357
MEM 5455.796875 1763672461.0373
MEM 5455.796875 1763672461.1425
MEM 5455.796875 1763672461.2475
MEM 5455.796875 1763672461.3525
MEM 5455.796875 1763672461.4576
MEM 5455.796875 1763672461.5582
MEM 5455.796875 1763672461.6632
MEM 5455.812500 1763672461.7641
MEM 5455.812500 1763672461.8692
MEM 5455.828125 1763672461.9742
MEM 5455.828125 1763672462.0793
MEM 5455.828125 1763672462.1824
MEM 5455.828125 1763672462.2828
MEM 5455.828125 1763672462.3878
MEM 5455.828125 1763672462.4907
MEM 5455.828125 1763672462.5957
MEM 5455.828125 1763672462.7008
MEM 5455.828125 1763672462.8058
MEM 5455.828125 1763672462.9109
MEM 5455.828125 1763672463.0160
MEM 5455.828125 1763672463.1211
MEM 5455.828125 1763672463.2262
MEM 5455.828125 1763672463.3313
MEM 5455.828125 1763672463.4341
MEM 5455.828125 1763672463.5391
MEM 5455.828125 1763672463.6441
MEM 5455.828125 1763672463.7492
MEM 5455.828125 1763672463.8542
MEM 5455.828125 1763672463.9573
MEM 5455.828125 1763672464.0624
MEM 5455.828125 1763672464.1633
MEM 5455.828125 1763672464.2683
MEM 5455.828125 1763672464.3734
MEM 5455.828125 1763672464.4740
MEM 5455.828125 1763672464.5790
MEM 5455.828125 1763672464.6841
MEM 5455.828125 1763672464.7891
MEM 5455.828125 1763672464.8911
MEM 5455.828125 1763672464.9949
MEM 5455.828125 1763672465.0999
MEM 5455.828125 1763672465.2049
MEM 5455.828125 1763672465.3100
MEM 5455.828125 1763672465.4126
MEM 5455.828125 1763672465.5177
MEM 5455.828125 1763672465.6228
MEM 5455.859375 1763672465.7278
MEM 5455.859375 1763672465.8329
MEM 5455.875000 1763672465.9379
MEM 5455.875000 1763672466.0430
MEM 5455.875000 1763672466.1432
MEM 5455.875000 1763672466.2483
MEM 5455.875000 1763672466.3533
MEM 5455.890625 1763672466.4584
MEM 5455.890625 1763672466.5634
MEM 5455.890625 1763672466.6685
MEM 5455.890625 1763672466.7735
MEM 5455.890625 1763672466.8782
MEM 5455.890625 1763672466.9826
MEM 5455.890625 1763672467.0877
MEM 5455.890625 1763672467.1927
MEM 5455.890625 1763672467.2977
MEM 5455.906250 1763672467.3986
MEM 5455.906250 1763672467.4990
MEM 5455.906250 1763672467.6006
MEM 5455.906250 1763672467.7057
MEM 5455.906250 1763672467.8108
MEM 5455.906250 1763672467.9158
MEM 5455.921875 1763672468.0209
MEM 5455.921875 1763672468.1247
MEM 5455.921875 1763672468.2278
MEM 5455.921875 1763672468.3329
MEM 5455.921875 1763672468.4366
MEM 5455.937500 1763672468.5418
MEM 5455.937500 1763672468.6468
MEM 5455.953125 1763672468.7487
MEM 5455.953125 1763672468.8538
MEM 5455.953125 1763672468.9588
MEM 5455.953125 1763672469.0640
MEM 5455.953125 1763672469.1690
MEM 5455.953125 1763672469.2706
MEM 5455.953125 1763672469.3756
MEM 5455.953125 1763672469.4782
MEM 5455.953125 1763672469.5833
MEM 5455.953125 1763672469.6884
MEM 5455.953125 1763672469.7934
MEM 5455.953125 1763672469.8974
MEM 5455.953125 1763672470.0025
MEM 5455.953125 1763672470.1076
MEM 5455.953125 1763672470.2126
MEM 5455.953125 1763672470.3166
MEM 5455.953125 1763672470.4198
MEM 5455.953125 1763672470.5249
MEM 5455.968750 1763672470.6260
MEM 5455.968750 1763672470.7282
MEM 5455.968750 1763672470.8332
MEM 5455.968750 1763672470.9383
MEM 5455.968750 1763672471.0434
MEM 5455.968750 1763672471.1485
MEM 5455.968750 1763672471.2535
MEM 5455.968750 1763672471.3586
MEM 5455.984375 1763672471.4636
MEM 5455.984375 1763672471.5687
MEM 5455.984375 1763672471.6705
MEM 5455.984375 1763672471.7733
MEM 5455.984375 1763672471.8783
MEM 5455.984375 1763672471.9834
MEM 5455.984375 1763672472.0884
MEM 5455.984375 1763672472.1934
MEM 5455.984375 1763672472.2980
MEM 5455.984375 1763672472.4031
MEM 5456.000000 1763672472.5081
MEM 5456.000000 1763672472.6117
MEM 5456.000000 1763672472.7167
MEM 5456.000000 1763672472.8218
MEM 5456.000000 1763672472.9268
MEM 5456.000000 1763672473.0318
MEM 5456.000000 1763672473.1369
MEM 5456.000000 1763672473.2419
MEM 5456.000000 1763672473.3470
MEM 5456.000000 1763672473.4497
MEM 5456.000000 1763672473.5547
MEM 5456.000000 1763672473.6554
MEM 5456.000000 1763672473.7604
MEM 5456.000000 1763672473.8655
MEM 5456.000000 1763672473.9698
MEM 5456.000000 1763672474.0748
MEM 5456.000000 1763672474.1799
MEM 5456.000000 1763672474.2849
MEM 5456.000000 1763672474.3900
MEM 5456.000000 1763672474.4950
MEM 5456.000000 1763672474.6001
MEM 5456.000000 1763672474.7051
MEM 5456.000000 1763672474.8101
MEM 5456.000000 1763672474.9145
MEM 5456.000000 1763672475.0196
MEM 5456.000000 1763672475.1246
MEM 5456.000000 1763672475.2297
MEM 5456.000000 1763672475.3309
MEM 5456.000000 1763672475.4360
MEM 5456.000000 1763672475.5411
MEM 5456.000000 1763672475.6461
MEM 5456.000000 1763672475.7511
MEM 5456.000000 1763672475.8563
MEM 5456.015625 1763672475.9614
MEM 5456.015625 1763672476.0657
MEM 5456.015625 1763672476.1685
MEM 5456.015625 1763672476.2737
MEM 5456.015625 1763672476.3788
MEM 5456.015625 1763672476.4822
MEM 5456.015625 1763672476.5836
MEM 5456.015625 1763672476.6849
MEM 5456.015625 1763672476.7870
MEM 5456.015625 1763672476.8920
MEM 5456.015625 1763672476.9972
MEM 5456.015625 1763672477.0991
MEM 5456.015625 1763672477.2042
MEM 5456.015625 1763672477.3094
MEM 5456.015625 1763672477.4117
MEM 5456.015625 1763672477.5157
MEM 5456.015625 1763672477.6208
MEM 5456.015625 1763672477.7259
MEM 5456.015625 1763672477.8287
MEM 5456.031250 1763672477.9338
MEM 5456.031250 1763672478.0389
MEM 5456.031250 1763672478.1432
MEM 5456.031250 1763672478.2483
MEM 5456.031250 1763672478.3527
MEM 5456.031250 1763672478.4558
MEM 5456.031250 1763672478.5598
MEM 5456.031250 1763672478.6649
MEM 5456.031250 1763672478.7701
MEM 5456.031250 1763672478.8739
MEM 5456.031250 1763672478.9752
MEM 5456.031250 1763672479.0804
MEM 5456.031250 1763672479.1855
MEM 5456.031250 1763672479.2905
MEM 5456.031250 1763672479.3915
MEM 5456.031250 1763672479.4966
MEM 5456.031250 1763672479.6017
MEM 5456.031250 1763672479.7069
MEM 5456.046875 1763672479.8093
MEM 5456.046875 1763672479.9144
MEM 5456.046875 1763672480.0168
MEM 5456.046875 1763672480.1220
MEM 5456.046875 1763672480.2271
MEM 5456.046875 1763672480.3307
MEM 5456.046875 1763672480.4317
MEM 5456.046875 1763672480.5368
MEM 5456.046875 1763672480.6369
MEM 5456.046875 1763672480.7372
MEM 5456.046875 1763672480.8373
MEM 5456.046875 1763672480.9424
MEM 5456.046875 1763672481.0475
MEM 5456.046875 1763672481.1490
MEM 5456.046875 1763672481.2541
MEM 5456.062500 1763672481.3592
MEM 5456.062500 1763672481.4596
MEM 5456.062500 1763672481.5615
MEM 5456.062500 1763672481.6666
MEM 5456.062500 1763672481.7687
MEM 5456.062500 1763672481.8738
MEM 5456.062500 1763672481.9791
MEM 5456.062500 1763672482.0843
MEM 5456.062500 1763672482.1895
MEM 5456.062500 1763672482.2946
MEM 5456.078125 1763672482.3997
MEM 5456.078125 1763672482.5047
MEM 5456.078125 1763672482.6059
MEM 5456.078125 1763672482.7111
MEM 5456.078125 1763672482.8162
MEM 5456.078125 1763672482.9213
MEM 5456.078125 1763672483.0264
MEM 5456.078125 1763672483.1316
MEM 5456.078125 1763672483.2367
MEM 5456.078125 1763672483.3419
MEM 5456.078125 1763672483.4426
MEM 5456.078125 1763672483.5466
MEM 5456.078125 1763672483.6518
MEM 5456.078125 1763672483.7531
MEM 5456.078125 1763672483.8581
MEM 5456.078125 1763672483.9626
MEM 5456.078125 1763672484.0677
MEM 5456.093750 1763672484.1728
MEM 5456.093750 1763672484.2779
MEM 5456.093750 1763672484.3788
MEM 5456.093750 1763672484.4836
MEM 5456.093750 1763672484.5887
MEM 5456.093750 1763672484.6939
MEM 5456.093750 1763672484.7954
MEM 5456.093750 1763672484.8957
MEM 5456.093750 1763672484.9989
MEM 5456.093750 1763672485.1042
MEM 5456.093750 1763672485.2070
MEM 5456.093750 1763672485.3073
MEM 5456.093750 1763672485.4125
MEM 5456.093750 1763672485.5162
MEM 5456.093750 1763672485.6166
MEM 5456.093750 1763672485.7218
MEM 5456.093750 1763672485.8263
MEM 5456.093750 1763672485.9283
MEM 5456.093750 1763672486.0286
MEM 5456.093750 1763672486.1338
MEM 5456.093750 1763672486.2388
MEM 5456.093750 1763672486.3440
MEM 5456.093750 1763672486.4449
MEM 5456.093750 1763672486.5500
MEM 5456.093750 1763672486.6532
MEM 5456.093750 1763672486.7583
MEM 5456.093750 1763672486.8618
MEM 5456.093750 1763672486.9670
MEM 5456.093750 1763672487.0698
MEM 5456.093750 1763672487.1749
MEM 5456.109375 1763672487.2781
MEM 5456.109375 1763672487.3832
MEM 5456.109375 1763672487.4865
MEM 5456.109375 1763672487.5897
MEM 5456.109375 1763672487.6942
MEM 5456.109375 1763672487.7992
MEM 5456.109375 1763672487.9043
MEM 5456.109375 1763672488.0055
MEM 5456.109375 1763672488.1106
MEM 5456.125000 1763672488.2156
MEM 5456.125000 1763672488.3207
MEM 5456.125000 1763672488.4239
MEM 5456.125000 1763672488.5272
MEM 5456.125000 1763672488.6281
MEM 5456.125000 1763672488.7331
MEM 5456.125000 1763672488.8382
MEM 5456.125000 1763672488.9432
MEM 5456.125000 1763672489.0446
MEM 5456.125000 1763672489.1497
MEM 5456.125000 1763672489.2531
MEM 5456.125000 1763672489.3583
MEM 5456.140625 1763672489.4634
MEM 5456.140625 1763672489.5686
MEM 5456.140625 1763672489.6698
MEM 5456.140625 1763672489.7707
MEM 5456.140625 1763672489.8731
MEM 5456.140625 1763672489.9781
MEM 5456.156250 1763672490.0832
MEM 5456.156250 1763672490.1875
MEM 5456.156250 1763672490.2892
MEM 5456.156250 1763672490.3944
MEM 5456.156250 1763672490.4948
MEM 5456.156250 1763672490.6000
MEM 5456.156250 1763672490.7031
MEM 5456.156250 1763672490.8082
MEM 5456.156250 1763672490.9099
MEM 5456.156250 1763672491.0149
MEM 5456.156250 1763672491.1201
MEM 5456.156250 1763672491.2253
MEM 5456.156250 1763672491.3304
MEM 5456.156250 1763672491.4357
MEM 5456.171875 1763672491.5365
MEM 5456.171875 1763672491.6417
MEM 5456.171875 1763672491.7448
MEM 5456.171875 1763672491.8454
MEM 5456.171875 1763672491.9483
MEM 5456.171875 1763672492.0508
MEM 5456.171875 1763672492.1528
MEM 5456.171875 1763672492.2540
MEM 5456.171875 1763672492.3592
MEM 5456.171875 1763672492.4616
MEM 5456.171875 1763672492.5620
MEM 5456.171875 1763672492.6629
MEM 5456.171875 1763672492.7680
MEM 5456.171875 1763672492.8712
MEM 5456.171875 1763672492.9762
MEM 5456.171875 1763672493.0813
MEM 5456.171875 1763672493.1851
MEM 5456.171875 1763672493.2901
MEM 5456.171875 1763672493.3952
MEM 5456.187500 1763672493.5003
MEM 5456.187500 1763672493.6054
MEM 5456.187500 1763672493.7073
MEM 5456.187500 1763672493.8124
MEM 5456.187500 1763672493.9156
MEM 5456.187500 1763672494.0167
MEM 5456.187500 1763672494.1218
MEM 5456.187500 1763672494.2269
MEM 5456.187500 1763672494.3312
MEM 5456.187500 1763672494.4323
MEM 5456.187500 1763672494.5373
MEM 5456.187500 1763672494.6424
MEM 5456.187500 1763672494.7474
MEM 5456.187500 1763672494.8497
MEM 5456.187500 1763672494.9512
MEM 5456.187500 1763672495.0564
MEM 5456.187500 1763672495.1573
MEM 5456.203125 1763672495.2624
MEM 5456.203125 1763672495.3672
MEM 5456.203125 1763672495.4722
MEM 5456.203125 1763672495.5772
MEM 5456.203125 1763672495.6823
MEM 5456.203125 1763672495.7874
MEM 5456.203125 1763672495.8925
MEM 5456.203125 1763672495.9948
MEM 5456.203125 1763672496.0999
MEM 5456.203125 1763672496.2050
MEM 5456.203125 1763672496.3102
MEM 5456.203125 1763672496.4115
MEM 5456.203125 1763672496.5167
MEM 5456.203125 1763672496.6216
MEM 5456.203125 1763672496.7267
MEM 5456.203125 1763672496.8318
MEM 5456.203125 1763672496.9359
MEM 5456.203125 1763672497.0403
MEM 5456.203125 1763672497.1454
MEM 5456.203125 1763672497.2482
MEM 5456.203125 1763672497.3532
MEM 5456.203125 1763672497.4584
MEM 5456.218750 1763672497.5585
MEM 5456.218750 1763672497.6636
MEM 5456.218750 1763672497.7680
MEM 5456.218750 1763672497.8731
MEM 5456.218750 1763672497.9760
MEM 5456.218750 1763672498.0762
MEM 5456.218750 1763672498.1813
MEM 5456.218750 1763672498.2836
MEM 5193.203125 1763672498.3888
MEM 5117.203125 1763672498.4893
MEM 4989.234375 1763672498.5944
MEM 4897.250000 1763672498.6975
MEM 4820.250000 1763672498.7998
MEM 4746.250000 1763672498.9050
MEM 4704.234375 1763672499.0104
MEM 4703.890625 1763672499.1127
